Wikidata Item owned,Item owned,Wikidata Owner,Owner name,owner Description,Owner Status,Proveana,GND
http://www.wikidata.org/entity/Q121702324,Card players in an inn,http://www.wikidata.org/entity/Q592767,Anton Philips,Dutch Jewish industrialist (1874–1951),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q46530659,Portrait of a Lady in a black dress and a lace collar holding an orange,http://www.wikidata.org/entity/Q592767,Anton Philips,Dutch Jewish industrialist (1874–1951),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q20825167,View of Egmond aan Zee,http://www.wikidata.org/entity/Q592767,Anton Philips,Dutch Jewish industrialist (1874–1951),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q125882199,Young Woman in a Blue and Black Dress,http://www.wikidata.org/entity/Q94953574,Armand Dorville,French art collector and lawyer whose art collection was plundered during Nazi occupation (1875–1941),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q15128575,Gurlitt hoard,http://www.wikidata.org/entity/Q94953574,Armand Dorville,French art collector and lawyer whose art collection was plundered during Nazi occupation (1875–1941),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q118620301,La Buveuse d'absinthe,http://www.wikidata.org/entity/Q94953574,Armand Dorville,French art collector and lawyer whose art collection was plundered during Nazi occupation (1875–1941),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q120995964,"Portrait of a woman with hat, in profile",http://www.wikidata.org/entity/Q94953574,Armand Dorville,French art collector and lawyer whose art collection was plundered during Nazi occupation (1875–1941),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q125880574,Women Dancing in a Brothel,http://www.wikidata.org/entity/Q94953574,Armand Dorville,French art collector and lawyer whose art collection was plundered during Nazi occupation (1875–1941),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q21290014,A Place in La Roche-Guyon,http://www.wikidata.org/entity/Q94953574,Armand Dorville,French art collector and lawyer whose art collection was plundered during Nazi occupation (1875–1941),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q125929415,The Coronation of Rudolph I of Habsburg in Frankfurt,http://www.wikidata.org/entity/Q125938280,Arnold Kolb,Hungarian art collector and Holocaust victim (1875-1945),Holocaust victim,,
http://www.wikidata.org/entity/Q125983549,Portrait of Ladislaus Pyrker,http://www.wikidata.org/entity/Q125938280,Arnold Kolb,Hungarian art collector and Holocaust victim (1875-1945),Holocaust victim,,
http://www.wikidata.org/entity/Q119505764,St Dorothy with the Christ Child,http://www.wikidata.org/entity/Q63074029,Arthur Feldmann,"art collector and lawyer (1877-1941), arrested and tortured by the Gestapo",Holocaust victim,,
http://www.wikidata.org/entity/Q80022030,Allegory of Christian Belief,http://www.wikidata.org/entity/Q63074029,Arthur Feldmann,"art collector and lawyer (1877-1941), arrested and tortured by the Gestapo",Holocaust victim,,
http://www.wikidata.org/entity/Q23931532,A Riding-School in the Open,http://www.wikidata.org/entity/Q94979681,Arthur Goldschmidt,art dealer; partner of Paul Graupe (born 1891),ALIU Red Flag,,
http://www.wikidata.org/entity/Q120497813,Customers Conversing in a Tavern,http://www.wikidata.org/entity/Q94979681,Arthur Goldschmidt,art dealer; partner of Paul Graupe (born 1891),ALIU Red Flag,,
http://www.wikidata.org/entity/Q118371919,"Pirna, a view of the the Market Square",http://www.wikidata.org/entity/Q118274915,Arturo Grassi,Italian art dealer,Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q130333697,Embroidered panel,http://www.wikidata.org/entity/Q118274915,Arturo Grassi,Italian art dealer,Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q26515869,Cardinal Bessarion with the Bessarion Reliquary,http://www.wikidata.org/entity/Q762671,August Lederer,"Austrian entrepreneur, collector and patronage (1857-1936)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q20274935,Still Life with Game Fowl,http://www.wikidata.org/entity/Q762753,August Liebmann Mayer,"German Jewish art historian (1885-1944), murdered in the Holocaust",Holocaust victim,,
http://www.wikidata.org/entity/Q41370928,Schloss Aschbach,http://www.wikidata.org/entity/Q74696086,Baron von Poellnitz,Luftwaffe officer involved in WWII art market,ALIU Red Flag,,
http://www.wikidata.org/entity/Q722172,Aschbach,http://www.wikidata.org/entity/Q74696086,Baron von Poellnitz,Luftwaffe officer involved in WWII art market,ALIU Red Flag,,
http://www.wikidata.org/entity/Q111985845,"Still life of fruit in a basket together with game, a bowl of fraises-de-bois, artichokes, asparagus and a squirrel upon a table draped with a red cloth",http://www.wikidata.org/entity/Q74696086,Baron von Poellnitz,Luftwaffe officer involved in WWII art market,ALIU Red Flag,,
http://www.wikidata.org/entity/Q3937570,Mlle Irene Cahen d'Anvers,http://www.wikidata.org/entity/Q1117554,Béatrice Reinach de Camondo,French Jewish woman of the Camondo family murdered at Auschwitz,Holocaust victim,,
http://www.wikidata.org/entity/Q79394903,Vagrants in a Ruin,http://www.wikidata.org/entity/Q817926,Benno Geiger,"Austrian art historian, art dealer, author and translator, Nazi (1882-1965)",ALIU Red Flag,,
http://www.wikidata.org/entity/Q64594394,Dance in a Palace,http://www.wikidata.org/entity/Q28842706,Bernard Houthakker,Dutch art dealer (1884-1963),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q17276181,Portrait of Henri V. of Mecklenburg,http://www.wikidata.org/entity/Q28842706,Bernard Houthakker,Dutch art dealer (1884-1963),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q20630408,Weaver,http://www.wikidata.org/entity/Q28842706,Bernard Houthakker,Dutch art dealer (1884-1963),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q24019486,Jeanne,http://www.wikidata.org/entity/Q28842706,Bernard Houthakker,Dutch art dealer (1884-1963),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q64593414,Facade for a Church with a Sculpture Representing Faith,http://www.wikidata.org/entity/Q28842706,Bernard Houthakker,Dutch art dealer (1884-1963),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q64536275,"An Architectural Wall Design in Honor of Henry IV, the Gallic Hercules",http://www.wikidata.org/entity/Q28842706,Bernard Houthakker,Dutch art dealer (1884-1963),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q78675249,The Fortune Teller,http://www.wikidata.org/entity/Q28842706,Bernard Houthakker,Dutch art dealer (1884-1963),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q60470021,Rush Gatherers,http://www.wikidata.org/entity/Q28842706,Bernard Houthakker,Dutch art dealer (1884-1963),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q19925968,Cineraria,http://www.wikidata.org/entity/Q28842706,Bernard Houthakker,Dutch art dealer (1884-1963),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q64591810,The Departure of the Prodigal Son,http://www.wikidata.org/entity/Q28842706,Bernard Houthakker,Dutch art dealer (1884-1963),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q60474778,Metaphysical Interior,http://www.wikidata.org/entity/Q113541338,Bernard Poissonnier,French art dealer (1898–ca. 2000),ALIU Red Flag,,
http://www.wikidata.org/entity/Q111799526,Seated Gypsy Girl,http://www.wikidata.org/entity/Q824677,Bernhard A. Böhmer,"German art dealer used by the Third Reich, sculptor and painter (1892-1945)",ALIU Red Flag,act10000046,142799815
http://www.wikidata.org/entity/Q107450077,Portrait of the Artist's Son Thomas,http://www.wikidata.org/entity/Q824677,Bernhard A. Böhmer,"German art dealer used by the Third Reich, sculptor and painter (1892-1945)",ALIU Red Flag,act10000046,142799815
http://www.wikidata.org/entity/Q111799521,Two Nudes in the Thicket,http://www.wikidata.org/entity/Q824677,Bernhard A. Böhmer,"German art dealer used by the Third Reich, sculptor and painter (1892-1945)",ALIU Red Flag,act10000046,142799815
http://www.wikidata.org/entity/Q111799527,Boy in front of two standing nudes and a seated nudes,http://www.wikidata.org/entity/Q824677,Bernhard A. Böhmer,"German art dealer used by the Third Reich, sculptor and painter (1892-1945)",ALIU Red Flag,act10000046,142799815
http://www.wikidata.org/entity/Q54879557,Geistkämpfer,http://www.wikidata.org/entity/Q824677,Bernhard A. Böhmer,"German art dealer used by the Third Reich, sculptor and painter (1892-1945)",ALIU Red Flag,act10000046,142799815
http://www.wikidata.org/entity/Q27970742,Mount Sainte-Victoire,http://www.wikidata.org/entity/Q825450,Bernhard Koehler,German art collector (1849-1927),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q26221197,Two Peasant Women Digging in Field with Snow,http://www.wikidata.org/entity/Q825450,Bernhard Koehler,German art collector (1849-1927),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q2358487,Tiger,http://www.wikidata.org/entity/Q825450,Bernhard Koehler,German art collector (1849-1927),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q19883604,Calvary,http://www.wikidata.org/entity/Q825450,Bernhard Koehler,German art collector (1849-1927),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q92831738,Where are you going?,http://www.wikidata.org/entity/Q825450,Bernhard Koehler,German art collector (1849-1927),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q52086999,The Little Yellow Horses,http://www.wikidata.org/entity/Q825450,Bernhard Koehler,German art collector (1849-1927),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q19883505,Landscape near Cassis,http://www.wikidata.org/entity/Q94839745,Bernhard Koehler,German art collector (1882-1964) son of collector by the same name,Holocaust Aryanization or art restitution case link,act20000700,174356463
http://www.wikidata.org/entity/Q26221197,Two Peasant Women Digging in Field with Snow,http://www.wikidata.org/entity/Q94839745,Bernhard Koehler,German art collector (1882-1964) son of collector by the same name,Holocaust Aryanization or art restitution case link,act20000700,174356463
http://www.wikidata.org/entity/Q20808765,Nude Reclining by the Sea,http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q3108260,Trois Baigneuses,http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q66486301,Le Palais Contarini,http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q88798922,Bal du moulin de la Galette,http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q48976445,Le Palais Ducal,http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q20190498,Reclining nude,http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q64223626,Landscape,http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q123905251,Q123905251,http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q130877767,Q130877767,http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q7916476,Vase with White and Red Carnations,http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q114615391,The bay of Saint-Tropez,http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q19911925,Still Life with Apples and Pears,http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q50807967,Man with a Parasol,http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q68041399,"Seascape, Cannes",http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q98399932,"Vase of Lilacs, Roses, and Tulips",http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q64223645,The Sculptor Louis-Joseph Lebœuf,http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q64410176,The Luncheon,http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q106884063,"The Rio della Salute, 1908",http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q26689479,"The Grand Canal, Venice",http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q20276071,Rêverie (Portrait of Gabrielle Borreau),http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q20271357,"Rabbit Warren at Pontoise, Snow",http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q106926148,The Rio della Salute,http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q19911912,The Garden of the Tuileries on a Winter Afternoon,http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q17491165,Dahlias in a Delft vase,http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q78655598,Flowers,http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q26163258,The Old Mill,http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q112635143,Après le déjeuner,http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q20178199,"Still Life with Game, Vegetables, Fruit and a Cockatoo",http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q49416955,Paysage avec moulin à eau (Landscape with Water Mill),http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q123537562,The Cutlett,http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q64223619,Summer Hats,http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q20809795,"Fair on a Sunny Afternoon, Dieppe",http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q78664419,Ludus Pro Patria,http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q105418348,Riverbanks,http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q1810341,Little Lange,http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q122841384,The Visitor,http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q17491918,The Golden Horn. Morning,http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q16579374,Bridges across the Seine at Asnieres,http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q19905288,"Madame Édouard Bernier (Marie-Octavie-Stéphanie Laurens, 1838–1920)",http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q1810348,The Quai Malaquais and the Institute,http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q19883625,Periwinkles / Moroccan Garden,http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q1114220,Poppy Field near Vétheuil,http://www.wikidata.org/entity/Q826482,Bernheim-Jeune,French art gallery and publisher Aryanized under the Nazis,ALIU Red Flag,,
http://www.wikidata.org/entity/Q123746140,Female nude with her arm resting on a chair (recto),http://www.wikidata.org/entity/Q123746148,Berthold Nothmann,German Jewish art collector (1865–1942),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q98280772,Schoenart Anstalt,http://www.wikidata.org/entity/Q89582,Bruno Lohse,"German Nazi art dealer, chief art looter in Paris for Hermann Göring, ERR",ALIU Red Flag,,
http://www.wikidata.org/entity/Q121505247,Outdoor wedding meal last quarter 16th of first half 17th century,http://www.wikidata.org/entity/Q89582,Bruno Lohse,"German Nazi art dealer, chief art looter in Paris for Hermann Göring, ERR",ALIU Red Flag,,
http://www.wikidata.org/entity/Q115917952,Arcadian landscape with ruins and figures,http://www.wikidata.org/entity/Q89582,Bruno Lohse,"German Nazi art dealer, chief art looter in Paris for Hermann Göring, ERR",ALIU Red Flag,,
http://www.wikidata.org/entity/Q121512471,Leda and the swan,http://www.wikidata.org/entity/Q89582,Bruno Lohse,"German Nazi art dealer, chief art looter in Paris for Hermann Göring, ERR",ALIU Red Flag,,
http://www.wikidata.org/entity/Q123171549,Portrait of een jonge vrouw met boeket,http://www.wikidata.org/entity/Q89582,Bruno Lohse,"German Nazi art dealer, chief art looter in Paris for Hermann Göring, ERR",ALIU Red Flag,,
http://www.wikidata.org/entity/Q117290335,Bacchanal,http://www.wikidata.org/entity/Q89582,Bruno Lohse,"German Nazi art dealer, chief art looter in Paris for Hermann Göring, ERR",ALIU Red Flag,,
http://www.wikidata.org/entity/Q114710028,Head of an elderly wo man,http://www.wikidata.org/entity/Q89582,Bruno Lohse,"German Nazi art dealer, chief art looter in Paris for Hermann Göring, ERR",ALIU Red Flag,,
http://www.wikidata.org/entity/Q1810348,The Quai Malaquais and the Institute,http://www.wikidata.org/entity/Q89582,Bruno Lohse,"German Nazi art dealer, chief art looter in Paris for Hermann Göring, ERR",ALIU Red Flag,,
http://www.wikidata.org/entity/Q120536206,Landscape with shepherds and their animals near a fountain,http://www.wikidata.org/entity/Q89582,Bruno Lohse,"German Nazi art dealer, chief art looter in Paris for Hermann Göring, ERR",ALIU Red Flag,,
http://www.wikidata.org/entity/Q114710027,Head of an elderly man,http://www.wikidata.org/entity/Q89582,Bruno Lohse,"German Nazi art dealer, chief art looter in Paris for Hermann Göring, ERR",ALIU Red Flag,,
http://www.wikidata.org/entity/Q19882898,Woman Ironing,http://www.wikidata.org/entity/Q119242638,Carl Adler,"Karl Adler, art collector and director of Europe’s largest leather manufacturer Adler & Oppenheimer  (1872-1957)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q108515220,Seascape,http://www.wikidata.org/entity/Q1039808,Carl Montag,Swiss and French painter and art dealer (1880-1956),ALIU Red Flag,,
http://www.wikidata.org/entity/Q50807967,Man with a Parasol,http://www.wikidata.org/entity/Q94867126,Carl Sachs,German Jewish businessman and art collector (1858-1943),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q123472293,"Studiosus Michaelis, with paper roll",http://www.wikidata.org/entity/Q94867126,Carl Sachs,German Jewish businessman and art collector (1858-1943),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q119398753,Woman in White,http://www.wikidata.org/entity/Q95147110,Carlota Landsberg,German Jewish art collector and refugee (1889-1984),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q3775628,Reclining Nude,http://www.wikidata.org/entity/Q16855618,César Mange de Hauke,art dealer and historian,ALIU Red Flag,,
http://www.wikidata.org/entity/Q107452514,Still life with pipe,http://www.wikidata.org/entity/Q16855618,César Mange de Hauke,art dealer and historian,ALIU Red Flag,,
http://www.wikidata.org/entity/Q60465161,"Study for ""Bathers at Asnières""",http://www.wikidata.org/entity/Q16855618,César Mange de Hauke,art dealer and historian,ALIU Red Flag,,
http://www.wikidata.org/entity/Q3828013,Laundress,http://www.wikidata.org/entity/Q16855618,César Mange de Hauke,art dealer and historian,ALIU Red Flag,,
http://www.wikidata.org/entity/Q20809795,"Fair on a Sunny Afternoon, Dieppe",http://www.wikidata.org/entity/Q16855618,César Mange de Hauke,art dealer and historian,ALIU Red Flag,,
http://www.wikidata.org/entity/Q52216851,Singer with a Glove,http://www.wikidata.org/entity/Q16855618,César Mange de Hauke,art dealer and historian,ALIU Red Flag,,
http://www.wikidata.org/entity/Q61479666,Still Life with Pipe (Le Quotidien du Midi),http://www.wikidata.org/entity/Q16855618,César Mange de Hauke,art dealer and historian,ALIU Red Flag,,
http://www.wikidata.org/entity/Q64223621,Alfred Sisley,http://www.wikidata.org/entity/Q16855618,César Mange de Hauke,art dealer and historian,ALIU Red Flag,,
http://www.wikidata.org/entity/Q60042005,Christ on the Sea of Galilee,http://www.wikidata.org/entity/Q16855618,César Mange de Hauke,art dealer and historian,ALIU Red Flag,,
http://www.wikidata.org/entity/Q20816591,Contrast of Forms,http://www.wikidata.org/entity/Q16855618,César Mange de Hauke,art dealer and historian,ALIU Red Flag,,
http://www.wikidata.org/entity/Q20540532,The Reaper with a Sickle,http://www.wikidata.org/entity/Q16855618,César Mange de Hauke,art dealer and historian,ALIU Red Flag,,
http://www.wikidata.org/entity/Q59511250,The Muse Inspiring the Poet,http://www.wikidata.org/entity/Q99452326,Charlotte von Mendelssohn-Bartholdy,German Jewish art collector (1877-1946),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q64223641,François Gauzi,http://www.wikidata.org/entity/Q19822490,Christoph Bernoulli,Swiss art dealer and art historian (1897-1981),ALIU Red Flag,act10001424,118509934
http://www.wikidata.org/entity/Q110805652,In bed,http://www.wikidata.org/entity/Q19822490,Christoph Bernoulli,Swiss art dealer and art historian (1897-1981),ALIU Red Flag,act10001424,118509934
http://www.wikidata.org/entity/Q60042005,Christ on the Sea of Galilee,http://www.wikidata.org/entity/Q19822490,Christoph Bernoulli,Swiss art dealer and art historian (1897-1981),ALIU Red Flag,act10001424,118509934
http://www.wikidata.org/entity/Q22115548,Shepherdess bringing sheep in,http://www.wikidata.org/entity/Q19822490,Christoph Bernoulli,Swiss art dealer and art historian (1897-1981),ALIU Red Flag,act10001424,118509934
http://www.wikidata.org/entity/Q94637022,My Bride with Black Gloves,http://www.wikidata.org/entity/Q19822490,Christoph Bernoulli,Swiss art dealer and art historian (1897-1981),ALIU Red Flag,act10001424,118509934
http://www.wikidata.org/entity/Q30077266,Three graces,http://www.wikidata.org/entity/Q125230580,Clara Levy née Isaak,German Jewish manufacturer and art collector  plundered by Nazis (1864–1940),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q123469396,La Montagne Sainte-Victoire,http://www.wikidata.org/entity/Q15143412,Cornelius Gurlitt,"son of Hitler's art dealer Hildebrand Gurlitt, German art collector (1932-2014)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q110876690,"Still life with fruits, grapes and pomegranates",http://www.wikidata.org/entity/Q15143412,Cornelius Gurlitt,"son of Hitler's art dealer Hildebrand Gurlitt, German art collector (1932-2014)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q123469395,Q123469395,http://www.wikidata.org/entity/Q15143412,Cornelius Gurlitt,"son of Hitler's art dealer Hildebrand Gurlitt, German art collector (1932-2014)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q123469398,Q123469398,http://www.wikidata.org/entity/Q15143412,Cornelius Gurlitt,"son of Hitler's art dealer Hildebrand Gurlitt, German art collector (1932-2014)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q123469399,Q123469399,http://www.wikidata.org/entity/Q15143412,Cornelius Gurlitt,"son of Hitler's art dealer Hildebrand Gurlitt, German art collector (1932-2014)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q123469397,Q123469397,http://www.wikidata.org/entity/Q15143412,Cornelius Gurlitt,"son of Hitler's art dealer Hildebrand Gurlitt, German art collector (1932-2014)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q123469402,Q123469402,http://www.wikidata.org/entity/Q15143412,Cornelius Gurlitt,"son of Hitler's art dealer Hildebrand Gurlitt, German art collector (1932-2014)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q123469404,Te Po,http://www.wikidata.org/entity/Q15143412,Cornelius Gurlitt,"son of Hitler's art dealer Hildebrand Gurlitt, German art collector (1932-2014)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q123469403,Q123469403,http://www.wikidata.org/entity/Q15143412,Cornelius Gurlitt,"son of Hitler's art dealer Hildebrand Gurlitt, German art collector (1932-2014)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q123469400,Q123469400,http://www.wikidata.org/entity/Q15143412,Cornelius Gurlitt,"son of Hitler's art dealer Hildebrand Gurlitt, German art collector (1932-2014)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q123469401,Q123469401,http://www.wikidata.org/entity/Q15143412,Cornelius Gurlitt,"son of Hitler's art dealer Hildebrand Gurlitt, German art collector (1932-2014)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q123469406,Q123469406,http://www.wikidata.org/entity/Q15143412,Cornelius Gurlitt,"son of Hitler's art dealer Hildebrand Gurlitt, German art collector (1932-2014)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q123469407,Q123469407,http://www.wikidata.org/entity/Q15143412,Cornelius Gurlitt,"son of Hitler's art dealer Hildebrand Gurlitt, German art collector (1932-2014)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q123469410,Q123469410,http://www.wikidata.org/entity/Q15143412,Cornelius Gurlitt,"son of Hitler's art dealer Hildebrand Gurlitt, German art collector (1932-2014)",Holocaust Aryanization or art restitution case link,,
